angry|Before you blame, see your own mistakes.
happy|The smile on my face doesn't mean my life is perfect. I just appreciate what I have and what God has blessed me.
angry|I would not have to manage my anger if people would manage their stupidity.
happy|Life is like riding a bicycle. To keep your balance, you must keep moving.
sad|I'm not okay but I smile anyways
angry|Sometimes one middle finger isn't enough to let someone know how you feel. That's why you have two hands.
calm|Every positive thought is a silent prayer which will change your life.
sad|Out of all lies you have told….. was my favorite.
sad|Every heart has a pain. Only the way of expressing it is different. Fools hide it in eyes, while the brilliant hide it in their smile.
happy|If you don't have a smile, I can always give you one of mine.
sad|I have learned now that while those who speak about one's miseries usually hurt, those who keep silence hurt more...
happy|Live a life that you can look back on and smile about.
happy|Happiness is not a life without worries and sorrows, happiness is a state of mind.
sad|We were a perfect match but sadly matches burn.
happy|When we are unable to find tranquility within ourselves, it is useless to seek it elsewhere.
sad|When you are in love and you get hurt, it's like a cut… it will heal, but there will always be a scar.
sad|I'm lost without love.
calm|Collect the material treasures by all means but don't forget your richest treasure is your peace of mind.
angry|Don't act so relieved, I don't actually forgive people, I just pretend like everythings ok and wait for my turn to destroy them.
sad|It's better to be alone rather than being with someone who makes you feel like you're alone.
happy|The pain of letting go and losing you is a relief compared to this pain in my heart of trying to hold on to you.
angry|don't play games with a girl who can play better, bitch.
calm|Keep calm, stay strong and make them wonder how you're still smiling.
sad|I remember all those crazy things you said, you left them running through my head. You are always there, you are everywhere. But right now I wish you were here.
angry|I haven't felt alright for a really long time.
happy|Touch the heart of the world and make it smile.
angry|Hey, guess what' I don't give a shit anymore
sad|It hurts when you realize you aren't as important to someone as you thought you were.
happy|You can't postpone sorrow, so why would you postpone happiness?
calm|Talk, talk, talk: the utter and heartbreaking stupidity of words. 
sad|Never push a loyal person to the point where they no longer care.
sad|You think you want to die, but you only want to be saved!
angry|I don't hate you.. but let's put it this way, If I had a bucket of water.. & you were on fire. I'd drink the water.
angry|Holding onto anger is like drinking poison and expecting the anther person to die
sad|I remember all those crazy things you said, you left them running through my head. You are always there, you are everywhere. But right now I wish you were here. sad whatsapp status
sad|You cant trust no one in this world anymore .. sad whatsapp status
calm|Love is much like a wild rose, beautiful and calm, but willing to draw blood in its defense.
calm|Patience is the key to paradise.
angry|Some people never realize the emotional and mental damage they do to others.
happy|True happiness is not expensive. if it requires high price it's a fake.
sad|What do you do when the only one who can make you stop crying is the one who is making you cry?
calm|Silence is the perfectest herald of joy. I were but little happy if I could say how much. 
angry|I think that stupid people were put on this planet to test my anger management skills.,
calm|Keep cool and you will command everyone. 
calm|God is working on your problem. Stay calm. Stay sweet. Stay out of fear and keep on keeping on. 
happy|To be happy means not only gain happiness but also to feel it.
angry|I am a danger to myself If I get angry.
happy|When you smile, you make life more beautiful.
happy|Sometimes all you need in life is something or someone that will make you smile.
calm|They sicken of the calm who know the storm. 
sad|The greatest pain that comes from love, is loving someone who are not here…
happy|Allowing yourself to smile takes 99% of the effort. 
angry|An angry man opens his mouth and shuts his eyes.
sad|Everything is strange. Life. People.
angry|If you're going to talk about be behind my back, don't smile at me to my face!
happy|The best relationships are the ones you never saw coming.
sad|My silence is just another word for my PAIN.
sad|Life is short, there is no time to leave important words UNSAID.
angry|A man is about as big as the things that make him angry.
calm|Doing interesting work when nobody notices takes patience and belief.
angry|I've been acting like I'm okay, but I'm not.
happy|I appreciate people who can have the ability to make me life even when I don't want to smile.
angry|I just want it all to end. I have had enough.
happy|Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections.
happy|Happiness depends not on material things but on our view on the things.
sad|Two things I never want to experience again: Broken heart and Deep love.
angry|Choose me or lose me. I'm not a backup plan and definitely not a second freaking choice.
sad|Sorry is not enough. Sometimes, you actually have to change.
happy|In all of the living, have much fun and laughter. Life is to be enjoyed, not just endured.
calm|Keep Calm Because Pain makes you stronger, fear makes you braver and eartbreak makes you wiser. 
happy|A smile is a facelift that is in everybody's price range.
angry|Everything is getting expensive except some people, they are getting cheaper.
sad|Depression is like a heaviness that you can't ever escape. It crushes down on you, making even the smallest things like tying your shoes or chewing on toast seem like a twenty-mile hike uphill. Depression is a part of you; it's in your bones and your blood.
calm|Let us be silent, that we may hear the whispers of the gods. 
calm|Never search your happiness in others, it will make you feel alone. But search in yourself, you will feel happy even if you are alone.
sad|It takes a lifetime to live, but it only takes a second to die.
happy|Live in the moment. Forget the past and don't concern yourself with the future.
calm|Our patience will achieve more than our force.
calm|There's no advantage to hurrying through life.
angry|I'm in a very pissy mood. Proceed with extreme caution.
angry|No matter how long you know someone, they eventually show their true colors.
calm|Silence is a source of great strength. 
angry|Some status updates need a "This is why I unfriended you" button.
angry|I told you I needed you, you told me the same. One of us is a liar and here's a hint: It's not me.
angry|Thinks it would be really nice of you to go sit on a cactus
sad|Life is like a roller coaster.It has is up's and down's but it's up to weather to enjoy the ride or not.
sad|This isn't a status… this is just to show that no status matches my feelings right now.
sad|I never stopped loving.. I just stopped showing it.
sad|Let my soul smile through my heart and my heart smile through my eyes, that I may scatter rich smiles in sad hearts.
calm|Silence is the sleep that nourishes wisdom. 
sad|I hope you will realize how much you are hurting me…!!
calm|The shortcut to world peace is through love, compassion, the spirit of caring and sharing, and service.
happy|Smile! It is good for your health.
calm|The one who had the power to calm the elements of the earth has power to calm our sols. 
sad|I will always care for you, even if we're not together and even if we're far, far away from each other.
calm|There is a calmness to a life lived in gratitude, a quiet joy. 
sad|I feel I'm missing, something in my life these days.
sad|The most painful goodbye's are those which were never said and never explained.
angry|God grant me the serenity to accept that people are ignorant, the courage to uphold the law when I'm hostile, & the wisdom to realize that murder is illegal..
happy|Making one person smile can change the world. Maybe not the whole world, but you will change their world.
calm|If opportunity doesn't knock, build a door.
calm|Many a calm river begins as a turbulent waterfall, yet none hurtles and foams all the way to the sea. 
sad|Never beg to be loved.
angry|Never go to bed angry, stay awake, plan your revenge.
happy|Any person can make you smile but it takes a really special individual to make you happy.
angry|Don't chat with me just when you're bored. I am not here for entertainment.
happy|Dreams are today's answers to tomorrow's questions.
happy|When a new day has begun, dare to smile gratefully.
sad|Everyone leaves, learn how to survive alone.
happy|The greatest pleasure people can feel, is giving happiness to others.
happy|Dwell on the beauty of life. Watch the stars, and see yourself running with them.
calm|Our minds should be clean and uncluttered. It is only then that We can hope to be happy.
angry|Listen to people when they are angry because that is when the real truth comes out.
calm|Good character is not formed in a week or a month. It is created little by little, day by day. Protracted and patient effort is needed to develop good character.
angry|Sometimes you have to hurt someone's feelings, just to let them understand how it felt when they hurt yours.
sad|I take words very seriously, and it breaks my heart when I find out that people don't actually mean what they say.
happy|Be the reason that someone has a smile on their face today.
happy|I think the key to life is just being a happy person, and happiness will bring you success.
sad|Do not get upset with people or situations, both are powerless without your reaction.
happy|Smiling and laughing reduces stress.
sad|And suddenly, we were strangers again.
angry|It sucks when you realize you rejected other people for that one person who wasted your time.
sad|Only you can put a smile on my face when i am sad.
angry|You complain about being lonely, but when I was there for you, you completely ignored me.
happy|Every day that you spend without a smile is a lost day.
angry|Dear life, When I said "can my day get any worse?" it was a rhetorical question, not a challenge.
happy|Everyone can make you smile, but only certain people can make you happy...
angry|Thank you for leaving my side, when I was alone and needed you. I realized I can do so much more without you.
calm|Everyday is a second chance.
sad|I know my silence and my tears will heal my pain..
sad|Love can sometimes be magic. But magic can sometimes… just be an illusion.
angry|If you're going to talk about me behind my back, don't smile at me to my face.
calm|Life is a one time offer use it well.
sad|I've been having a lot of bad days lately.
calm|Those who seek peace above all else, they say, will always deceive to keep the water calm. 
sad|I know you won't come back but my heart will take life long time to accept this.
sad|You broke my heart but I still love you with all the pieces.
angry|Don't be angry with people who don't have the capacity to change.
sad|I'm not upset that you lied to me, I'm upset that from now on I can't believe you.
angry|No need for revenge. Just sit back and wait. Those who hurt you will eventually screw up and if you are lucky, you will get to watch.
sad|You just can't please everybody.
angry|It's a good thing I actually care and ask, if you're going to be like that then I won't ask anymore.
happy|The more you praise and celebrate your life, the more there is in life to celebrate.
angry|I don't forgive people cause I'm weak, I forgive them cause I'm strong enough to understand that people make mistakes.
angry|Don't play with my feelings.
sad|Whatever makes you feel bad, leave it. Whatever makes you smile, keep it.
sad|I hope you'll realize how much you're hurting me someday.
happy|When you laugh or smile, it triggers a part of your brain that makes you happy.
sad|That smile, it's fake,That laugh, it isn't real,It's only a wish,That sometime somewhere,I will find some happiness.
happy|It's not about who hurt you and broke you down. It is about who was there for you and made you smile again.
sad|I don't care for Those, who don't care for me …
sad|When people can walk away from you, let them walk. Your destiny is never tied to anybody who left.
calm|Best way to deal with haters: Keep calm and stay classy!
angry|If you don't wanna talk, just tell me and quit beating around the bush.
happy|The best thing about me is that I am comfortable enough to be happy in my own skin, in myself.
happy|Being happy never goes out of style.
sad|I'm not heartless, I've just learned how to use my heart less.
happy|Positive thinking evokes more energy, more initiative and more happiness.
angry|It takes a lot of energy to get angry. I don't care to use my energy that way.
sad|Before you make more promises, learn the meaning of forever.
calm|In a gentle way, you can shake the world. 
angry|I may look calm, but in my head I've killed u about 5 times.
sad|I've always done my best for others, while they don't even care about me.
calm|Keep calm. You have the forest in your blood.
sad|Every time I start trusting someone, they show me why I shouldn't.
calm|The best cure for the body is a quiet mind.
angry|Nowadays people say I LOVE YOU just like the way they say HELLO.
angry|I am a good enough person to forgive you. But not stupid enough to trust you again.
angry|There comes a point in your life when you realize that you're tired of trying and it's time to cut your losses and let go. I have reached that point
happy|Sometimes the things that you are most afraid of are the things that make you that happiest.
sad|You're the only exception.
happy|One of the sanest, surest and most generous joys of life comes from being happy over the good fortunes of others.
angry|Don't test my patience'if I lose my patience you will become patient '
happy|To be happy does not only mean acquire happiness but also to feel it.
happy|Life is like a roller coaster, live it, be happy, enjoy life.
sad|If a man wants you, nothing can keep him away. If he doesn't want you, nothing can make him stay.
sad|We can do no great things, only small things with great love.
calm|Please don't get confused between my my attitude and personality!
angry|My behavior will always be based on how you treat me.
angry|The best revenge is just moving on and getting over it. Don't give someone the satisfaction of watching you suffer.
sad|It's sad how people become what they had promised they never will.
happy|She thinks that happiness is a mat that sits on her doorway.
sad|Don't get upset over things that doesn't matter.
calm|I don't care what people think or say about me'
angry|Everyone sees his advantage ??????
angry|I don't have time for fake friends anymore. Either be real or be gone.
angry|You think that you have damaged me but really you just made me that much more stronger Thank You.
angry|Anger is not bad. Anger can be a very positive thing, the thing that moves us beyond the acceptance of evil.
sad|I am only good at hiding my feelings.
calm|Try not to take things personally, what people often say is a reflection of them not you...
calm|I believe a calm dog is a happy, obedient dog that won't get into trouble. 
happy|Tension is who you think you should be, relaxation is who you are.
sad|Here you can find 30 Best Attitude Status for Whatsapp.
happy|Now and then it's good to pause in our pursuit of happiness and just be happy.
happy|Life is short enough to waste it with people, who are not able to make you happy.
sad|I'm slowly giving up.
calm|I think 99 times and find nothing. I stop thinking, swim in silence, and the truth comes to me. 
calm|Life is like Facebook. People will like your problems & comment on them but no one's gonna solve them because everyone is busy in updating their.
sad|If you leave without a reason dont come back with an excuse.
sad|Usually, people think that I'm a strong, happy person..but behind my smiles they just don't know how much I'm in pain and almost broken..
calm|Keep a cool surface. Calm. Detached. As inside a part of you has been shattered.
sad|It feels like every other part of my body is broken too.
calm|I got less but I got best!
sad|The secret of happiness… is to have bad memory!
calm|Come what may, all bad fortune is to be conquered by endurance.With love and patience, nothing is impossible.
happy|Turn that frown upside down and smile!
angry|While you're hating your life just because you can't get what you want, someone is praying to have a life like yours.
angry|Sometimes I'm not angry, I'm hurt and there's a big difference.
sad|I don't run away I walk away slowly and it kills me to know you don't care enough to follow me.
angry|I don't usually lose my temper, but if I get angry, it's true I'm scary.
sad|I lost my mind trying to understand yours.
happy|I think the hardest person to love is you.
happy|Isn't it cool when the days that are supposed to feel good, actually do?
angry|The more I get to know guys, the more I like dogs.
happy|Smile because you are a lot stronger and wiser today than you were yesterday.
angry|Do you ever get the feeling that you would like to reach out and just choke someone?
angry|When a woman cries, it's not usually over one thing. It's built up anger and emotions she's been holding in for too long.
sad|I wish people could drink their words and realize how bitter they taste.
happy|When you connect to the silence within you, that is when you can make sense of the disturbance going on around you.
angry|Who needs cocaine when human emotions can fuck you up just the same.
angry|You think that you have damaged me but really you just made me that much more stronger. Thank you.
angry|If I delete your number, you're basically deleted from my life.
happy|I will be happy no matter what, I will get there and be happy about it, I have so much to do.
angry|Attitude and personality are two different things.
angry|No matter how long you know someone, they eventually show their true colors.
sad|We all feel lost sometimes.
angry|I refuse to be the perfect friend to people that can't treat me with the same respect.
sad|Value the person when they are alive don't cry for them when they are dead.
angry|Anger is a great force. If you control it, it can be transmuted into a power which can move the whole world.
sad|Once upon a time I was falling in love, but now I'm only falling apart. sad whatsapp status
angry|Your mistake is letting me go, my mistake was letting you in.
sad|My tears explain the words I fail to speak.
sad|You don't protect your heart by acting like you don't have one.
sad|Grief is never something you get over. You don't wake up one morning and say, 'I've conquered that; now I'm moving on.' It's something that walks beside you every day. And if you can learn how to manage it and honour the person that you miss, you can take something that is incredibly sad and have some form of positivity.
happy|I've never really taken anything very seriously. I enjoy life because I enjoy making other people enjoy it.
sad|Silence is the most powerful SCREAM.
angry|It's better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart'
happy|Do not ever allow anyone to take your smile away from you.
happy|It is easy to smile when you know how much God loves you.
angry|People like to bring up your past, when your present and future look better than theirs.
sad|I miss you.
happy|Every smile that you give to others is an act of love.
sad|Life goes on without you!
angry|some peopke open their small minds instead of their big mouths.
sad|I would rather die alone than to see a crowd attempting to talk me out of it; for they were not there when depression devoured my heart.
sad|It's hard to wait around for something you know might never happen, but it's even harder to give up when it's everything you want.
happy|If you want to live a happy life, tie it to a goal, not to people or things.
happy|Always keep your smile. That's how I explain my long life.
sad|I'm slowly giving up.
angry|The embarrassment after the anger is biggest humiliation a person can experience.
calm|I can bench press steam, but not fog. I just have to wait until the fog lifts itself.
angry|Acting all innocent doesn't make you an angel. Other people might be deceived but don't try that with me.
angry|Is "you look like someone that enjoys good food" a compliment, or was I just called fat?
angry|Don't put words into my mouth. I have got plenty to say. Don't tell me how to live my life, I do things my way.
angry|We met for a reason, either was a blessing or a lesson.
sad|Time has a wonderful way of showing up what really matters.
sad|I'm often silent when I'm screaming inside.
happy|Think big thoughts but relish small pleasures.
calm|Smiles are fat-free sugar-free & tax-free reduces blood pressure Helps relieve pain & depression. Require no batteries Absolutly free of cost So keep SMILING..
angry|Beware, I'm not in my greatest mood today..
happy|A friend is one of the nicest things you can have, and one of the best things you can be.
sad|One of the biggest mistakes I've ever made was expecting my happiness from others !!
angry|If you think your opinion of me has any effect, Honey let me assure you that none of my self worth is wrapped up in what you think of me.
angry|I am so tired of fake friends and liar.
calm|Sometimes things aren't clear right away. That's where you need to be patient and persevere and see where things lead.
sad|When your past calls, don't answer. It has nothing new to say.
calm|Keep cool; anger is not an argument. 
calm|It is not easy to keep silent when silence is a lie. 
calm|A sage thing is timely silence, and better than any speech. 
angry|Getting angry is actually punishing yourself for the mistakes of others.
happy|You like the person if you wish him happiness.
sad|People cry not because they are weak, It's because they've been strong for too long.
calm|Keep it simple, keep it honest, keep it real.
sad|Why be mean to animals when they treat u better then people
happy|The greatest pleasure people can feel, is giving happiness to others.
sad|i overthink, overlove, overfeel and overstress
angry|When we don't know who to hate, we hate ourselves.
sad|I will never stop caring, but if you decide to push me away, I will go.
happy|The best way to pay for a lovely moment is to enjoy it.
happy|If you judge people, you have no time to love them.
angry|Thinks you should get a pay rise in your job being A COMPLETE TWAT !!!
happy|A smile is the best makeup that any girl can wear.
happy|Always wear a smile. A happy smile will never go out of season or out of fashion.
calm|The good and the wise lead quiet lives. Euripides (This is one of my favorite quote. Leave a reply here and let me know what's yours!)Silence is a true friend who never betrays. Confucius Click to tweet
sad|Sometimes it's better to be alone, nobody can hurt you.
calm|Life is the most difficult exam. Many people fail as they try to copy others without realising that everyone has a different question paper. Enjoy your unique life in the best way!
sad|I Miss You But I Am Not Going To Text You First, Because I Want To See If You Miss Me More.
angry|When we don't know who to hate, we hate ourselves.
calm|Patience is also a form of action.
happy|Life has been kind to me. I am happy with the love and appreciation that I have been getting throughout my career. I feel blessed.
angry|Some people will pretend to care just so they can get a better seat to watch your struggle. Every helping hand is not always there to help.
sad|It's sad to be happy alone in Life..
calm|I think the first virtue is to restrain the tongue; he approaches nearest to gods who knows how to be silent, even though he is in the right. 
happy|If you can smile every day in your life, you might find that others will benefit from it as well.
angry|How stupid of me to believe a boy like you could love a girl like me.
angry|being silent is the best way to let someone know that they did something wrong.
sad|A magic of songs and sound, When you are happy you just listen the song, but when you are sad you understand the song…
happy|A smile is the best makeup any girl can wear. – Marilyn Monroe
happy|Keep on smiling because life is beautiful and there is so much to smile about.
sad|Never put your happiness in someone else's hands…
calm|Always show patience, don't turn away it will make life worthwhile tomorrow and today.
angry|I text you because I want to have a conversation with you. Not to get one-word answers.
angry|Apologies don't mean anything if you keep doing what you're sorry for.
happy|When you smile, I smile. Smile Quotes With Beautiful Pictures
angry|Anger is nothing more than an outward expression of hurt, fear, and frustration.,
happy|Make some memories that will make you want to smile even on your worst days.
sad|I always found the right one on wrong time.
angry|I am having one of those days where I just want to rub people's face against a cheese grater
angry|The world is full of liars.
calm|Everything we do is infused with the energy with which we do it. If we're frantic, life will be frantic. If we're peaceful, life will be peaceful. 
sad|I'm sorry if I changed but you changed too.
happy|Life is like riding bicycle. To keep your balance, you must keep moving.
sad|If you give up on me, I'm going to give up on me too.
sad|Sometimes you need to break free from any commitment, you don't bare to feel blamed, stressed, responsible for anything or anyone, it doesn't mean you are being selfish, it just signfies you have been doing that for so long and you have all the right to get tired, to have your own space and time, to lay down your head and feel you are just a floating light creature, swinging in a peaceful horizon..
calm|The two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.
angry|I'm not even angry or upset anymore, I'm just kind of numb.
sad|Nobody can hurt you without your permission !
sad|Sad thing is: When they say ‘forever' they mean, until they find someone better
happy|I am happy and I'm single.
happy|There is nothing quite like seeing a big smile on your child's face and hearing the Everyone looks a lot better when they are smiling.
calm|I am extraordinarily patient, provided I get my own way in the end.
angry|I don't usually lose my temper, but if I get angry, it's true I'm scary.
sad|Why be upset about the people that don't want or need U in their life…?
happy|Something as little and insignificant as a smile can be a good deed, especially those who need it the most.
calm|The truth hurts, but silence kills. 
sad|Some battles have to be fought alone,Some paths have to be crossed alone, so never be emotionally attached with anyone you never know when you have to walk alone.
calm|Heaven grant us patience with a man in love.
calm|Some people need to open their small minds instead of their big mouths.
sad|It's sad when you realize you aren't as important to someone as you thought you were..
angry|Does it mean I have anger issues when i want to randomly punch people in the face?
sad|Pain makes people change.
happy|Don't cry because it's over, smile because it happened.
calm|Happiness is not measured by the amount of money you have. It is measured by the wonderful people in your life.
angry|Silence is the best way to react while angry.
sad|Behind every flirty boy there is a girl who left him alone with no reasons!!
happy|The art of being happy lies in the power of extracting happiness from common things.
sad|Dear Brain, you were right.
happy|Keep smiling, it makes people wonder what you are up to.
happy|Born to express not to impress.
angry|Never forget what someone says to you when they are angry, because that's when the truth comes out.
happy|I've got nothing to do today but smile.
happy|If you want to make your dreams come true, The first thing you have to do is wake up.
happy|Sometimes a big smile hides a huge pain that only God knows about.
angry|I don't hate you, but I have lost all the reason to love you.
sad|I don't know what I feel anymore
angry|Angry? Take a deep breath before you speak, because your mouth acts quicker than your brain.
sad|I hate it when crying is the only way to feel better sad whatsapp status
calm|Light up your heart and soul with the lamp of selfless love!
sad|I am not upset because our relationship is dying, I am upset because you aren't doing anything to save it.
sad|I feel like a balloon… Looking bright and cheerful, but empty and lonely inside.
angry|It sucks when you realize you rejected other people for a person who wasted your time.
angry|Breakups hurt but losing someone who doesn't respect and appreciate you is actually a gain, not a loss.
sad|Being brokenhearted is like having broken ribs. On the outside it looks like nothing's wrong, but every breath hurts.
happy|Your smile has healing in it, so remember to make your smile a big one.
angry|I will not delete you or block you. I am keeping you there so you will be able to see how happy I'm without you.
sad|Being hurt by someone you love is the worst feeling ever!
happy|Happiness is Not a feeling... It is a choice....
sad|When you're around someone so much, for so long, they become a part of you. And when they change or go away, you don't know who you are without them.
angry|An apology means nothing if they don't stop doing what they are apologizing for. Believe actions, not words.
happy|To be happy does not only mean acquire happiness but also to feel it.
sad|204 countries, 805 Islands, 7 seas, 7+ Billion people and I'm single!!!
calm|Within us is the soul of the whole, the wise silence, the universal beauty, the eternal One. 
sad|I am thankful for all those difficult people in my life, they have shown me EXACTLY who I do not want to be!
calm|Keep calm and you might just turn out to be the hero.
happy|Smile! Why? Because you can!
calm|In the silence behind what can be heard lies the answers we have been searching for for so long. 
angry|No matter how angry i am at you, and say i am done with you, i really don't want to lose you.
happy|I am happy because I'm grateful. I choose to be grateful. That gratitude allows me to be happy.
sad|I'm exhausted from trying to be stronger than I feel.
sad|I fell this pain
sad|Hearts are not had as a gift, But hearts are earned…
sad|Sometimes, it feels better not to talk. At all. About anything. To anyone.
angry|My silence doesn't mean that I quit' It simply means that I don't want to argue with people who just don't want to understand.
sad|I'm sad, Because I don't know how and where I find my heart. I,m worry, Because I still cannot find my heart.
calm|If you want to fly... you have to give up the things that weigh you down.
angry|sometimes hearing the music is just the best way to ignore the world.
angry|Cannot trust anyone these days. Fake is becoming the new trend.
calm|The test of good manners is to be patient with the bad ones.
sad|its to hurt nani
angry|My life, My choices, My problems, My mistakes, My lessons. Not your business, mind your own problems before you talk about mine.
angry|Don't make promises when you're happy. Don't reply when you're angry. Don't make decisions when you're sad. Don't text when your drunk.
calm|Prayers and Seeds are similar in nature. They have nothing within, but they have the potential to Create Everything.
happy|One kind word can change someone's day and put a smile on their face.
angry|Head up, stay strong. Fake a smile, move on.
sad|Everybody is going to hurt you; you just gotta find the ones worth suffering for.
sad|Everybody's online, except the one I actually want too.
happy|You can fake a smile, but you can see the truth in your eyes.
happy|Think of all the beauty still left around you and be happy.
sad|Sometimes it's easier to pretend you don't care than to admit its killing you
happy|The most beautiful kind of smile is the one that struggles through tears.
angry|What goes around comes around. So all the pain you caused me will come back to you someday.
happy|Happiness is not in living a good life but in understanding and feeling what a good life is.
angry|I'm the person that the more you complain about me, the harder I'll try to annoy you.
sad|The wrong person will never give you what you want, but they'll make sure they get what they want from you.
calm|Change your thoughts and you can change your karma. Change your karma and you will change the conditions in which you live.
happy|If you ever lose my trust, you probably will never get it back.
happy|I smile whenever I get a message from you.
sad|When you are in love and you get hurt, it's like a cut… it will heal, but there will always be a scar. sad whatsapp status
happy|In times of trouble, smile and be strong.
angry|Isn't it funny how people think you won't find out about all the shit they have said about you.
happy|If you want to live a happy life, tie it to a goal, not to people or things.
calm|Have patience. All things are difficult before they become easy.
angry|Attitude and personality are two different things.
happy|The happiest people don't necessarily have the best of everything, they just make the best out of everything that comes their way
sad|I was born the day you kissed me, and I died inside the night you left me. But I lived, oh how I lived while you loved me.
sad|Some say its painful to wait someone. Some say its painful to forget someone. But the worst pain comes when you don't know whether to wait or forget
happy|You can soften some of the hardest hearts with a simple smile.
sad|Some people don't change. They just find new ways to lie.
happy|Your smile gives you a positive countenance that will make people feel comfortable around you.
angry|I'm not crazy, I've just been in a very bad mood all day.
angry|Do not judge my story by the chapter you walked in on.
angry|Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.
happy|Don't waste a minute not being happy. If one window closes, run to the next window or break down the door.
happy|If you start each day with a smile in the morning, you might be surprised at the positive energy that you will carry throughout the day. Every day, try to think of the things that make you smile. Whether you have a happy home or get to eat your favorite food for dinner tonight, we all have a reason to smile.
calm|Patience: A minor form of despair disguised as a virtue.
sad|That old saying, how you always hurt the one you love, well, it works both ways.
happy|When I am myself, I am happy and have a good result.
sad|Almost everyone has suffered painful and sad when falling in love. That is a inevitable part when two people in love with each other.
sad|Every relationship is messed up. What makes it perfect is if you still want to be there when things really suck.
calm|Love reclaims. Love transforms. Sermons or lectures do not touch the hearts of the people; the power of love does.
happy|We always have at least one reason to smile.
calm|Keep calm and stay strong.
sad|It doesn't hurt to feel sad from time to time
sad|Relationships are like glass. Sometimes it's better to leave them broken than try to hurt yourself putting it back together
sad|Breaking up is just like having the worst nightmare after having the best dream.
angry|When advertising your business on the side of your car it's probably a good idea not to drive like a complete jerk!
sad|Hating people is like burning down your house to kill a rat.
calm|Life is a circle of happiness, sadness, hard times and good times. If you are going through hard times have faith that good times are on the way.
sad|The pain is there to remind Me that I am still alive.
happy|Nothing can beat a bright smile and a little bit of confidence.
calm|Patience ensures victory.
sad|Time heals nothing, it just makes your memories fade away.
happy|For every minute you are angry, you lose sixty seconds of happiness.
angry|If you didn't see it with your OWN eyes or hear it with your OWN ears, then DON'T INVENT IT WITH YOUR MOUTH!!!
angry|Beware, I'm not in my greatest mood today.
happy|You have a smile that is so bright that it puts the sun to shame.
angry|Beware, I'm not in the greatest mood today...
angry|It sucks when you realize you rejected other people for that one person who wasted your time.
calm|If I could I would always work in silence and obscurity, and let my efforts be known by their results. 
happy|Try to give your smile to a stranger today. It might be the only sunshine that they see all day.
happy|Life is too short to spend time with people who suck the happiness out of you.
happy|You are never fully dressed without a smile. If you can manage to make a person smile, then you can change their whole world.
calm|Everybody going to be dead one day, just give them time.
sad|Wish i could never hear you talk about loving me. Coz now, when i am all alone it haunts me.
sad|Did I change or did you just stop loving me?
sad|My brain and this world don't fit each other.
calm|Keep Calm because Life's too short to stress over people who don't deserve to be an issue.
sad|I know i never even had any chance with you but it still hurts seeing you with someone…
happy|Happiness depends not on material things but to our view on the things.
happy|I am both happy and sad at the same time, and I'm still trying to figure out how that could be.
sad|But the all didn't see the little bit of sadness in me.
angry|Errors have been made. Others will be blamed.
happy|The foolish man seeks happiness in the distance; the wise grows it under his feet.
sad|Behind my smile is everything you'll never understand.
angry|There are no words to describe the anger and frustration that I am feeling right now.
angry|My silence doesn't mean that I quit.. It simply means that I don't want to argue with people who just don't want to understand.
sad|Every heart has a pain. Only the way of expressing it is different. Fools hide it in eyes, while the brilliant hide it in their smile.
happy|If you can manage to make a person smile, then you can change their whole world.
sad|I would say I'm okay, but I'm done lying.
angry|Thank you for the constant reminder that you will piss me off on a daily basis.
happy|A friend is one of the nicest things you can have, and one of the best things you can be.
happy|There is only one happiness in life, to love and be loved.
calm|Stay Calm, take a breath and reload.
calm|Be patient and understanding. Life is too short to be vengeful or malicious.
happy|Smile today and let everyone know that you are a lot stronger today than you were yesterday.
sad|I wish we could choose which memories to remember.
sad|All I know is that I'm lost without you.
sad|Every time I start trusting someone, they show me why I shouldn't.
happy|Be happy not because everything is good, but because you can see the good in everything.
angry|Once I delete your number you're deleted from my life.
calm|God is working on your problem. Stay calm. Stay sweet. Stay out of fear and keep on keeping on. 
sad|But they all didn't see the little bit of sadness in me….
calm|In human intercourse the tragedy begins, not when there is misunderstanding about words, but when silence is not understood. 
calm|I changed my password everywhere to 'incorrect.' That way when I forget it, it always reminds me.
sad|The greatest pain that comes from love, is loving someone who are not here…
angry|Just because I'm being quiet, that doesn't mean I'm mad.
happy|Life is better when you're laughing.
sad|Sometimes it takes losing something to realize what you've had…
calm|Inspirational Be Patience Quotes for life.
calm|A simple formula for a happy life. Never try to defeat 'ANYONE' Just try to win 'EVERYONE' Don't laugh 'AT' anyone But laugh 'WITH' everyone.
calm|We have to search our own routes to reach our destination.
calm|Diets are hard because I get hungry.
calm|Keep Calm Because Pain makes you stronger. Fear makes you braver. Heartbreak makes you wiser
happy|Smile because none of us should take life too seriously. Don't forget to have fun while you are out there living life.
happy|Happiness is Not a feeling… It is a choice…
angry|You can't trust anyone these days
happy|Yes, I'm single. You're going to have to be pretty amazing to change that.
angry|If you're going to talk about me behind my back, don't smile at me to my face.
happy|Even when you don't have much to give, you can always give someone your smile. You never know how much your smile might lift up someone else's spirits.
sad|I wish I could turn back the hands of time.. Back to the days when you were mine
